SlNo,Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating,Industry
149,Clinxa A Gel 20gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
150,Comedolytic Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
151,Cortina H Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
152,Cosmoderm Kit 1'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
153,Cospeel Shampoo 50ml,Acne,treat the most severe form of acne (nodular acne)ÿ,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
154,Crixan Gel 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
155,D Acne Soap 75gmD Acne Gel 10gm,Acne,ÿtreat acne vulgarisÿ,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
156,D Acne I 20mg Capsule 10'SD Acne I 10mg Capsule 10'S,Acne,ÿtreat acne vulgarisÿ,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
157,D Acne Plus Gel 15gm,Acne,ÿtreat mild to moderate acne(spots),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
158,Dalcihit 300Mg Capsule 10's,Acne,treatment of dry scaly skin disorders of the scalp,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
159,Decdan Lite Cream 20gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
160,Decroma 6% Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
161,Depiglare Cream 15gm,Acne,Mild to moderate acne (spots),Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
162,Deriva Aqueous Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
163,Deriva Bpo Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
164,Deriva Cms Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
165,Deriva MS Gel 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
166,Derlin Gel 10gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
167,DERMADEW B Bar 75gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
168,Dersol BH Ointment 30gm,Acne,ÿtreat acne vulgarisÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
169,Doxt SL 100mg/5B Tablet 8'S,Acne,ÿtreat acne vulgarisÿ,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
170,DS ACNE Face Wash 100gm,Acne,ÿtreat mild to moderate acne(spots),Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
171,EGA Night Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
172,Elosone HT Cream 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
173,Emolene Cream 100gm,Acne,"ÿgives smooth, soft, supple and fresh feeling to the skin",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
174,ENCLINA Gel(Topical) 20gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
175,ENCLINA ADP Gel(Topical) 20gm,Acne,treatment of dry scaly skin disorders of the scalp,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
176,Enshine Ointment 15gm,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
177,Entice Acne Bar 75gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
178,Entice Natura Soap 75gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
179,Epiduo Gel 30gmEpiduo Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
180,Erytop Lotion 25mlErytop Gel 20gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
181,Erytop A Gel 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
182,Ethitret 20mg Capsule 10'SEthitret 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
183,Eudyna 0.05% Cream 20gm,Acne,ÿtreat acne vulgarisÿ,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
184,Eunozit 10mg Capsule 10'S,Acne,ÿtreat acne vulgarisÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
185,Exazel 15% Cream 15gmExazel 10% Cream 15gmExazel Cream 10gmExazel 20% Cream 15gm,Acne,ÿtreat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
186,Exazel N Cream 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
187,Excela Cream 50gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
188,EXCEX Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
189,Exel Cream 16Gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
190,Ezanic 10% Gel 15gmEzanic 10% Cream 15gmEzanic 20% Gel 15gmEzanic 20% Cream 15gm,Acne,"ÿgives smooth, soft, supple and fresh feeling to the skin",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
191,Fabeau Soap 1'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
192,Facebenz A Gel 15gm,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
193,Faceclin Gel 20gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
194,Faceclin A Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
195,Faceclin AT Gel 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
196,Femcinol A Gel 20gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
197,Femcinol Adp Gel 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
198,Femolink Cream 20gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
199,Flexon Cream 15gm,Acne,ÿtreat acne vulgarisÿ,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
200,Foracne Plus Gel 15gm,Acne,ÿtreat acne vulgarisÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
201,Ga 12 Cream 30gm,Acne,ÿtreat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
202,Ga 6 Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
203,Glintra Gel 15gmGlintra A Gel 15gmGlintra Soap 75gmGlintra Gel 30gm,Acne,Mild to moderate acne (spots),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
204,Glocin Gel Gel(Topical) 20gmGLOCIN Gel 30gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
205,Glotret 30mg Tablet 10'SGlotret 20mg Tablet 10'SGlotret 10mg Tablet 10'SGlotret 5mg Tablet 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
206,Glow Lite Cream 20gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
207,Glowcare Forte Cream 10gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
208,Glowcor Cream 20gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
209,Glyaha Lotion 50gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
210,Glyaha Koj Lotion 30gm,Acne,ÿtreat acne vulgarisÿ,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
211,Glylak 70% Solution 100ml,Acne,ÿtreat acne vulgarisÿ,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
212,Hexilak Ultra C Gel 20gm,Acne,ÿtreat mild to moderate acne(spots),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
213,Hostacycline 500mg Capsule 4'S,Acne,treatment of dry scaly skin disorders of the scalp,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
214,HQ Lite Cream 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
215,HTM Cream 15gm,Acne,"ÿgives smooth, soft, supple and fresh feeling to the skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
216,I Deriva 20mg Capsule 10'SI Deriva 10mg Capsule 10'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
217,Ibitret 10mg Softgel 10'SIbitret 20mg Softgel 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
218,Iret 20mg Capsule 10'S,Acne,Mild to moderate acne (spots),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
219,Isac 20mg Capsule 10'S,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
220,Isac 10mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
221,Isina 20mg Capsule 10'S,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
222,ISININ 20mg Capsule 10's,Acne,treat the most severe form of acne (nodular acne)ÿ,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
223,ISO Aret 20mg Softgel 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
224,ISO CLIN 10mg Capsule 10's,Acne,treat the most severe form of acne (nodular acne)ÿ,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
225,ISO T 20mg Capsule 10'S,Acne,ÿtreat acne vulgarisÿ,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
226,Isoace 20mg Capsule 10'SIsoace 10mg Capsule 10'S,Acne,ÿtreat acne vulgarisÿ,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
227,Isobest 20mg Capsule 10'SIsobest 10mg Capsule 10'S,Acne,ÿtreat mild to moderate acne(spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
228,Isofeel 0.025 Cream 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
229,Isofeel 0.05 Cream 30gm,Acne,combined with anti-acne actives of both natural and synthetic origin,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
230,Isofeel 0.1 Gel 30gm,Acne,treatment of dry scaly skin disorders of the scalp,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
231,Isofeel 10 Capsule 10's,Acne,Mild to moderate acne (spots),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
232,Isofeel 20 Capsule 10's,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
233,Isofeel 30 Capsule 10's,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
234,Isofeel 40 Capsule 10's,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
235,Isoin 20mg Capsule 10'SIsoin 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
236,Isokon 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
237,Isopex 10mg Tablet 10'SIsopex 20mg Tablet 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
238,Isopil 10mg Tablet 10'SIsopil 20mg Tablet 10'SIsopil 5mg Tablet 10'S,Acne,ÿtreat acne vulgarisÿ,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
239,ISOTACNE 20mg Capsule 10's,Acne,ÿtreat acne vulgarisÿ,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
240,Isotane 10mg Capsule 10'SIsotane 5Mg Capsule 10'sIsotane 20mg Capsule 10'S,Acne,ÿtreat mild to moderate acne(spots),Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
241,Isotret 20mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
242,Isotroin 30mg Capsule 10'SIsotroin 20mg Capsule 10'SIsotroin 10mg Capsule 10'SIsotroin 0.05% Gel 15gmIsotroin 5mg Capsule 10'S,Acne,combined with anti-acne actives of both natural and synthetic origin,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
243,Isozer 10mg Capsule 10'S,Acne,treatment of dry scaly skin disorders of the scalp,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
244,Kligmel Cream 15gm,Acne,Mild to moderate acne (spots),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
245,Klincin A Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
246,Klinspec 1% Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
247,Klynx Gel 10gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
248,Lacne 20mg Capsule 10'SLacne Soap 75gmLacne Gel 15gmLacne 10mg Capsule 10'S,Acne,treat the most severe form of acne (nodular acne)ÿ,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
249,Lacne Foaming Face Wash Lotion 60ml,Acne,treat the most severe form of acne (nodular acne)ÿ,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
250,LEE Neem Face Wash 70gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
251,Litetone Cream 20gm,Acne,ÿtreat acne vulgarisÿ,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
252,Luminosa M Cream 20gm,Acne,ÿtreat acne vulgarisÿ,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
253,MAVTRON 20mg Capsule 10's,Acne,ÿtreat mild to moderate acne(spots),Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
254,Medapine AC Gel 15gmMedapine 1% Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
255,Mederma Plus Intense Gel 10gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
256,Medsop Soap 100gmMedsop Soap 75gmMedsop Acne Soap 75gm,Acne,"ÿgives smooth, soft, supple and fresh feeling to the skin",Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
257,Melacare HC Cream 15gm,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
258,Melagard Tube 1'S,Acne,treatment of dry scaly skin disorders of the scalp,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
259,Melalite Plus Cream 15gm,Acne,Mild to moderate acne (spots),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
260,Melalong AD Cream 15gm,Acne,A RET 0.025% is a prescription medicine that is used to reduce fine wrinkles,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
261,MELANORM MS Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
262,Melasol Cream 15gm,Acne,"It is used to treat acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
263,Melnor Cream 20gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
264,Metasone Plus Cream 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
265,Microbenz 3.5% Aqueous Gel 15gm,Acne,treat the most severe form of acne (nodular acne)ÿ,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
266,Mimosee Gel 20gm,Acne,ÿtreat acne vulgarisÿ,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
267,Minokem N 2% Lotion 60ml,Acne,ÿtreat acne vulgarisÿ,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
268,Minova 100mg Tablet 4'S,Acne,ÿtreat mild to moderate acne(spots),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
269,Minoz Bpo Gel 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
270,Minoz S Face Wash 50ml,Acne,combined with anti-acne actives of both natural and synthetic origin,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
271,Miroir Cream 15gm,Acne,treatment of dry scaly skin disorders of the scalp,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
272,Momikem HT Cream 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
273,MOMZOT HT Cream 15gm,Acne,"ÿgives smooth, soft, supple and fresh feeling to the skin",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
274,Nayzit Gel 15gmNayzit 20mg Capsule 10'SNayzit 10mg Capsule 10'S,Acne,"It helps to reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple.",Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
